id_FallAssessment,id_block_plot_sp_h2o,block,plot,tree,location,sp,h2o,bd_mm,ba_mm2,ba_cm2,ba_m2,ba_m2_m2,ba_m2_ha,ht_cm,status6_live_dead,lbio,agbio,wbio
37BEPA,37BEPAL,3,7,E3,C,BEPA,L,24.12,456.93,4.57,0.00045692561376,0.00011423140344,1.1423,225,alive,86.07,291.26,205.185514579648
37BEPA,37BEPAL,3,7,E4,C,BEPA,L,25.08,494.02,4.94,0.00049402162656,0.00012350540664,1.2351,290,alive,93.25,318.92,225.666409038608
37BEPA,37BEPAL,3,7,E5,C,BEPA,L,25.15,496.78,4.97,0.0004967831715,0.000124195792875,1.2420,248,alive,93.79,320.99,227.204328012181
37BEPA,37BEPAL,3,7,E6,C,BEPA,L,21.11,350.00,3.50,0.00034999945134,8.7499862835E-05,0.8750,217,alive,65.46,213.65,148.185548164569
37BEPA,37BEPAL,3,7,F2,C,BEPA,L,32.18,813.32,8.13,0.00081332285496,0.00020333071374,2.0333,305,alive,155.57,569.31,413.736104144293
37BEPA,37BEPAL,3,7,F3,C,BEPA,L,26.13,536.25,5.36,0.00053625297726,0.000134063244315,1.3406,331,alive,101.45,350.82,249.377309455952
37BEPA,37BEPAL,3,7,F4,C,BEPA,L,24.32,464.53,4.65,0.00046453456896,0.00011613364224,1.1613,285,alive,87.54,296.90,209.358925719924
37BEPA,37BEPAL,3,7,F5,C,BEPA,L,39.52,1226.66,12.27,0.00122666159616,0.00030666539904,3.0667,323,alive,237.22,917.88,680.658864144242
37BEPA,37BEPAL,3,7,F6,C,BEPA,L,26.75,562.00,5.62,0.0005620027875,0.000140500696875,1.4050,257,alive,106.45,370.48,264.029437565527
312PIGL,312PIGLL,3,12,B2,C,PIGL,L,25.17,497.57,4.98,0.00049757359806,0.000124393399515,1.2439,133,alive,186.04,345.44,159.404661398503
312PIGL,312PIGLL,3,12,B3,C,PIGL,L,22.29,390.22,3.90,0.00039022135614,9.7555339035E-05,0.9756,121,alive,142.29,258.89,116.609066099078
312PIGL,312PIGLL,3,12,B4,C,PIGL,L,26.51,551.96,5.52,0.00055196349054,0.000137990872635,1.3799,122,alive,208.59,390.70,182.102144158585
312PIGL,312PIGLL,3,12,B5,C,PIGL,L,26.97,571.28,5.71,0.00057128495886,0.000142821239715,1.4282,108,alive,216.66,406.98,190.314579696217
312PIGL,312PIGLL,3,12,B6,C,PIGL,L,21.79,372.91,3.73,0.00037291114014,9.3227785035E-05,0.9323,112,alive,135.34,245.32,109.984474015327
312PIGL,312PIGLL,3,12,C2,C,PIGL,L,24.7,479.16,4.79,0.000479164686,0.0001197911715,1.1979,115,alive,178.46,330.33,151.869573305313
312PIGL,312PIGLL,3,12,C3,C,PIGL,L,15.33,184.58,1.85,0.00018457599006,4.6143997515E-05,0.4614,68,alive,62.30,106.48,44.1864593485764
312PIGL,312PIGLL,3,12,C4,C,PIGL,L,23.44,431.53,4.32,0.00043152514944,0.00010788128736,1.0788,105,alive,158.99,291.73,132.738238239467
312PIGL,312PIGLL,3,12,C5,C,PIGL,L,22.53,398.67,3.99,0.00039866974686,9.9667436715E-05,0.9967,101,alive,145.69,265.56,119.871842739616
312PIGL,312PIGLL,3,12,C6,C,PIGL,L,14.58,166.96,1.67,0.00016695750456,4.173937614E-05,0.4174,50,alive,55.77,94.53,38.7618111701429
312PIGL,312PIGLL,3,12,D2,C,PIGL,L,28.32,629.91,6.30,0.00062990839296,0.00015747709824,1.5748,135,alive,241.32,457.00,215.682731130915
312PIGL,312PIGLL,3,12,D3,C,PIGL,L,22.58,400.44,4.00,0.00040044121656,0.00010011030414,1.0011,132,alive,146.40,266.96,120.558402926186
312PIGL,312PIGLL,3,12,D4,C,PIGL,L,21.74,371.20,3.71,0.00037120171704,9.280042926E-05,0.9280,90,alive,134.65,243.99,109.334784580044
312PIGL,312PIGLL,3,12,D5,C,PIGL,L,18.75,276.12,2.76,0.0002761171875,6.9029296875E-05,0.6903,78,alive,97.15,171.74,74.5858599510498
312PIGL,312PIGLL,3,12,D6,C,PIGL,L,20.73,337.51,3.38,0.00033751221966,8.4378054915E-05,0.8438,116,alive,121.24,217.94,96.7021391513295
312PIGL,312PIGLL,3,12,E2,C,PIGL,L,18.94,281.74,2.82,0.00028174151544,7.043537886E-05,0.7044,111,alive,99.33,175.89,76.5595773128417
312PIGL,312PIGLL,3,12,E3,C,PIGL,L,25.08,494.02,4.94,0.00049402162656,0.00012350540664,1.2351,145,alive,184.57,342.52,157.944809260235
312PIGL,312PIGLL,3,12,E4,C,PIGL,L,15.54,189.67,1.90,0.00018966750264,4.741687566E-05,0.4742,81,alive,64.20,109.98,45.7826289365243
312PIGL,312PIGLL,3,12,E5,C,PIGL,L,21.45,361.36,3.61,0.0003613645035,9.0341125875E-05,0.9034,102,alive,130.72,236.33,105.61207231872
312PIGL,312PIGLL,3,12,E6,C,PIGL,L,17.65,244.67,2.45,0.0002446697715,6.1167442875E-05,0.6117,75,alive,85.02,148.78,63.7618113163482
312PIGL,312PIGLL,3,12,F2,C,PIGL,L,25.88,526.04,5.26,0.00052604081376,0.00013151020344,1.3151,162,alive,197.81,369.02,171.20522377555
312PIGL,312PIGLL,3,12,F3,C,PIGL,L,23.78,444.13,4.44,0.00044413458936,0.00011103364734,1.1103,101,alive,164.12,301.87,137.748721526041
312PIGL,312PIGLL,3,12,F4,C,PIGL,L,22.46,396.20,3.96,0.00039619628664,9.904907166E-05,0.9905,145,alive,144.69,263.61,118.914611578476
312PIGL,312PIGLL,3,12,F5,C,PIGL,L,22.48,396.90,3.97,0.00039690220416,9.922555104E-05,0.9923,109,alive,144.97,264.16,119.187635943357
312PIGL,312PIGLL,3,12,F6,C,PIGL,L,19.84,309.15,3.09,0.00030915354624,7.728838656E-05,0.7729,109,alive,110.05,196.38,86.3339003101992
313PIST,313PISTL,3,13,B2,C,PIST,L,29.36,677.02,6.77,0.00067702233984,0.00016925558496,1.6926,151,alive,143.55,269.12,125.563599377682
313PIST,313PISTL,3,13,B3,C,PIST,L,35.6,995.38,9.95,0.000995384544,0.000248846136,2.4885,195,alive,223.46,437.67,214.218672410972
313PIST,313PISTL,3,13,B4,C,PIST,L,37.63,1112.14,11.12,0.00111213967326,0.000278034918315,2.7803,208,alive,253.80,503.42,249.618349289329
313PIST,313PISTL,3,13,B5,C,PIST,L,39.65,1234.75,12.35,0.0012347450115,0.000308686252875,3.0869,224,alive,286.18,574.43,288.252585223349
313PIST,313PISTL,3,13,B6,C,PIST,L,35.89,1011.67,10.12,0.00101166753534,0.000252916883835,2.5292,206,alive,227.66,446.73,219.070217120102
313PIST,313PISTL,3,13,C2,C,PIST,L,40.77,1305.49,13.05,0.00130548630366,0.000326371575915,3.2637,218,alive,305.08,616.26,311.183503657778
313PIST,313PISTL,3,13,C3,C,PIST,L,37.12,1082.20,10.82,0.00108219826176,0.00027054956544,2.7055,212,alive,245.97,486.38,240.406668266006
313PIST,313PISTL,3,13,C4,C,PIST,L,24.46,469.90,4.70,0.00046989822264,0.00011747455566,1.1747,130,alive,94.39,169.75,75.3643112995542
313PIST,313PISTL,3,13,C5,C,PIST,L,42.67,1430.00,14.30,0.00143000047806,0.000357500119515,3.5750,201,alive,338.72,691.34,352.617346928135
313PIST,313PISTL,3,13,C6,C,PIST,L,34.76,948.97,9.49,0.00094896551904,0.00023724137976,2.3724,196,alive,211.53,412.08,200.545729037564
313PIST,313PISTL,3,13,D2,C,PIST,L,38.3,1152.10,11.52,0.001152095406,0.0002880238515,2.8802,163,alive,264.30,526.35,262.049756620129
313PIST,313PISTL,3,13,D3,C,PIST,L,26.38,546.56,5.47,0.00054656331576,0.00013664082894,1.3664,151,alive,112.27,205.42,93.1441605341693
313PIST,313PISTL,3,13,D4,C,PIST,L,35.4,984.23,9.84,0.000984231864,0.000246057966,2.4606,169,alive,220.58,431.50,210.912151453999
313PIST,313PISTL,3,13,D5,C,PIST,L,43.63,1495.07,14.95,0.00149506929726,0.000373767324315,3.7377,202,alive,356.47,731.26,374.790332110652
313PIST,313PISTL,3,13,D6,C,PIST,L,0,0.00,0.00,0,0,0.0000,0,dead,0.00,0.00,0
313PIST,313PISTL,3,13,E2,C,PIST,L,31.08,758.67,7.59,0.00075867001056,0.00018966750264,1.8967,157,alive,163.60,310.70,147.095612329102
313PIST,313PISTL,3,13,E3,C,PIST,L,30.72,741.20,7.41,0.00074119643136,0.00018529910784,1.8530,164,alive,159.28,301.69,142.412304166156
313PIST,313PISTL,3,13,E4,C,PIST,L,33.88,901.52,9.02,0.00090152484576,0.00022538121144,2.2538,165,alive,199.44,386.26,186.81959557076
313PIST,313PISTL,3,13,E5,C,PIST,L,32.24,816.36,8.16,0.00081635858304,0.00020408964576,2.0409,165,alive,177.96,340.80,162.835900052048
313PIST,313PISTL,3,13,E6,C,PIST,L,33.71,892.50,8.93,0.00089250036414,0.000223125091035,2.2313,190,alive,197.15,381.39,184.237603436757
313PIST,313PISTL,3,13,F2,C,PIST,L,35.08,966.52,9.67,0.00096651826656,0.00024162956664,2.4163,176,alive,216.03,421.72,205.688228826748
313PIST,313PISTL,3,13,F3,C,PIST,L,55.01,2376.70,23.77,0.00237669901854,0.000594174754635,5.9417,181,alive,606.95,1312.47,705.521509403157
313PIST,313PISTL,3,13,F4,C,PIST,L,26.68,559.07,5.59,0.00055906531296,0.00013976632824,1.3977,117,alive,115.23,211.37,96.1371964255094
313PIST,313PISTL,3,13,F5,C,PIST,L,37.53,1106.24,11.06,0.00110623660686,0.000276559151715,2.7656,163,alive,252.25,500.05,247.795112749064
313PIST,313PISTL,3,13,F6,C,PIST,L,37.17,1085.12,10.85,0.00108511563006,0.000271278907515,2.7128,197,alive,246.73,488.03,241.300244390924
315QURU,315QURUL,3,15,B2,C,QURU,L,26.85,566.21,5.66,0.0005662125315,0.000141553132875,1.4155,205,alive,129.83,443.24,313.403019864164
315QURU,315QURUL,3,15,B3,C,QURU,L,32.97,853.75,8.54,0.00085374621486,0.000213436553715,2.1344,246,alive,192.36,731.53,539.168690540891
315QURU,315QURUL,3,15,B4,C,QURU,L,21.67,368.82,3.69,0.00036881512206,9.2203780515E-05,0.9220,206,alive,86.13,262.72,176.588899018208
315QURU,315QURUL,3,15,B5,C,QURU,L,22.89,411.51,4.12,0.00041151197934,0.000102877994835,1.0288,165,alive,95.66,300.29,204.633063911882
315QURU,315QURUL,3,15,B6,C,QURU,L,18.24,261.30,2.61,0.00026130069504,6.532517376E-05,0.6533,124,alive,61.93,172.54,110.611687242577
315QURU,315QURUL,3,15,C2,C,QURU,L,27.92,612.24,6.12,0.00061224003456,0.00015306000864,1.5306,223,alive,139.92,487.58,347.661570405046
315QURU,315QURUL,3,15,C3,C,QURU,L,26.57,554.46,5.54,0.00055446483246,0.000138616208115,1.3862,255,alive,127.25,432.04,304.788700775261
315QURU,315QURUL,3,15,C4,C,QURU,L,25.16,497.18,4.97,0.00049717830624,0.00012429457656,1.2429,233,alive,114.64,378.22,263.579098624911
315QURU,315QURUL,3,15,C5,C,QURU,L,16.61,216.69,2.17,0.00021668565534,5.4171413835E-05,0.5417,145,alive,51.77,137.31,85.5379179459149
315QURU,315QURUL,3,15,C6,C,QURU,L,17.29,234.79,2.35,0.00023479069614,5.8697674035E-05,0.5870,118,alive,55.90,151.43,95.5276144252814
315QURU,315QURUL,3,15,D2,C,QURU,L,20.51,330.39,3.30,0.00033038644254,8.2596610635E-05,0.8260,164,alive,77.52,229.72,152.19545546716
315QURU,315QURUL,3,15,D3,C,QURU,L,26.68,559.07,5.59,0.00055906531296,0.00013976632824,1.3977,203,alive,128.26,436.42,308.15569654306
315QURU,315QURUL,3,15,D4,C,QURU,L,24.34,465.30,4.65,0.00046529892024,0.00011632473006,1.1632,208,alive,107.59,348.84,241.249632415335
315QURU,315QURUL,3,15,D5,C,QURU,L,22.9,411.87,4.12,0.000411871614,0.0001029679035,1.0297,200,alive,95.74,300.61,204.873254332379
315QURU,315QURUL,3,15,D6,C,QURU,L,19.09,286.22,2.86,0.00028622182974,7.1555457435E-05,0.7156,157,alive,67.57,192.82,125.251550135184
315QURU,315QURUL,3,15,E2,C,QURU,L,17.94,252.78,2.53,0.00025277596344,6.319399086E-05,0.6319,230,alive,59.99,165.70,105.704250656084
315QURU,315QURUL,3,15,E3,C,QURU,L,23.57,436.32,4.36,0.00043632496446,0.000109081241115,1.0908,196,alive,101.17,322.52,221.35405854864
315QURU,315QURUL,3,15,E4,C,QURU,L,27.6,598.29,5.98,0.000598286304,0.000149571576,1.4957,220,alive,136.86,474.06,337.191972322819
315QURU,315QURUL,3,15,E5,C,QURU,L,29.1,665.08,6.65,0.000665084574,0.0001662711435,1.6627,240,alive,151.46,539.40,387.944246306734
315QURU,315QURUL,3,15,E6,C,QURU,L,27.41,590.08,5.90,0.00059007738174,0.000147519345435,1.4752,214,alive,135.07,466.13,331.066433987965
315QURU,315QURUL,3,15,F2,C,QURU,L,25.1,494.81,4.95,0.000494809854,0.0001237024635,1.2370,221,alive,114.12,376.02,261.90484920823
315QURU,315QURUL,3,15,F3,C,QURU,L,27.2,581.07,5.81,0.000581070336,0.000145267584,1.4527,219,alive,133.09,457.47,324.374439846027
315QURU,315QURUL,3,15,F4,C,QURU,L,7,38.48,0.38,3.84846E-05,9.62115E-06,0.0962,27,alive,9.90,16.67,6.77270846720007
315QURU,315QURUL,3,15,F5,C,QURU,L,23.6,437.44,4.37,0.000437436384,0.000109359096,1.0936,208,alive,101.42,323.53,222.109989566857
315QURU,315QURUL,3,15,F6,C,QURU,L,24.4,467.60,4.68,0.000467595744,0.000116898936,1.1690,168,alive,108.10,350.94,242.843312783204
321ACSA,321ACSAL,3,21,B2,C,ACSA,L,15.53,189.42,1.89,0.00018942347886,4.7355869715E-05,0.4736,113,alive,37.38,78.03,40.6435853270414
321ACSA,321ACSAL,3,21,B3,C,ACSA,L,25.29,502.33,5.02,0.00050232935214,0.000125582338035,1.2558,150,alive,115.45,316.94,201.491785880786
321ACSA,321ACSAL,3,21,B4,C,ACSA,L,25.64,516.33,5.16,0.00051632949984,0.00012908237496,1.2908,165,alive,119.18,329.72,210.535714975699
321ACSA,321ACSAL,3,21,B5,C,ACSA,L,20.92,343.73,3.44,0.00034372748256,8.593187064E-05,0.8593,112,alive,74.45,183.73,109.270859604104
321ACSA,321ACSAL,3,21,B6,C,ACSA,L,18.73,275.53,2.76,0.00027552845166,6.8882112915E-05,0.6888,116,alive,57.66,133.70,76.043841334438
321ACSA,321ACSAL,3,21,C2,C,ACSA,L,21.54,364.40,3.64,0.00036440329464,9.110082366E-05,0.9110,162,alive,79.66,199.82,120.158441015062
321ACSA,321ACSAL,3,21,C3,C,ACSA,L,20.74,337.84,3.38,0.00033783792504,8.445948126E-05,0.8446,156,alive,72.98,179.22,106.236542159341
321ACSA,321ACSAL,3,21,C4,C,ACSA,L,17.02,227.51,2.28,0.00022751498616,5.687874654E-05,0.5688,115,alive,46.21,101.54,55.3295690505352
321ACSA,321ACSAL,3,21,C5,C,ACSA,L,22.98,414.75,4.15,0.00041475434616,0.00010368858654,1.0369,160,alive,92.51,240.66,148.149491968053
321ACSA,321ACSAL,3,21,C6,C,ACSA,L,18.43,266.77,2.67,0.00026677281246,6.6693203115E-05,0.6669,153,alive,55.54,127.64,72.0933890481406
321ACSA,321ACSAL,3,21,D2,C,ACSA,L,27.61,598.72,5.99,0.00059871992334,0.000149679980835,1.4968,177,alive,141.43,407.90,266.463158852886
321ACSA,321ACSAL,3,21,D3,C,ACSA,L,21.8,373.25,3.73,0.000373253496,9.3313374E-05,0.9331,163,alive,81.90,206.83,124.928849158898
321ACSA,321ACSAL,3,21,D4,C,ACSA,L,20.31,323.97,3.24,0.00032397443694,8.0993609235E-05,0.8099,112,alive,69.53,168.74,99.2138185360473
321ACSA,321ACSAL,3,21,D5,C,ACSA,L,25.2,498.76,4.99,0.000498760416,0.000124690104,1.2469,141,alive,114.51,313.71,199.208368120126
321ACSA,321ACSAL,3,21,D6,C,ACSA,L,22.47,396.55,3.97,0.00039654916686,9.9137291715E-05,0.9914,154,alive,87.84,225.63,137.793088829336
321ACSA,321ACSAL,3,21,E2,C,ACSA,L,23.6,437.44,4.37,0.000437436384,0.000109359096,1.0936,165,alive,98.39,259.80,161.414614745824
321ACSA,321ACSAL,3,21,E3,C,ACSA,L,20.67,335.56,3.36,0.00033556128606,8.3890321515E-05,0.8389,167,alive,72.41,177.49,105.071694132917
321ACSA,321ACSAL,3,21,E4,C,ACSA,L,22.5,397.61,3.98,0.00039760875,9.94021875E-05,0.9940,149,alive,88.11,226.50,138.388643130596
321ACSA,321ACSAL,3,21,E5,C,ACSA,L,18.8,277.59,2.78,0.000277591776,6.9397944E-05,0.6940,142,alive,58.16,135.14,76.9856585240068
321ACSA,321ACSAL,3,21,E6,C,ACSA,L,17.84,249.97,2.50,0.00024996580224,6.249145056E-05,0.6249,121,alive,51.52,116.24,64.7231981522467
321ACSA,321ACSAL,3,21,F2,C,ACSA,L,18.88,279.96,2.80,0.00027995928576,6.998982144E-05,0.6999,164,alive,58.73,136.80,78.0713870729609
321ACSA,321ACSAL,3,21,F3,C,ACSA,L,19.35,294.07,2.94,0.0002940714315,7.3517857875E-05,0.7352,141,alive,62.17,146.82,84.6541390271081
321ACSA,321ACSAL,3,21,F4,C,ACSA,L,16.98,226.45,2.26,0.00022644684216,5.661171054E-05,0.5661,111,alive,45.96,100.85,54.8958925887462
321ACSA,321ACSAL,3,21,F5,C,ACSA,L,20.95,344.71,3.45,0.0003447140235,8.6178505875E-05,0.8618,127,alive,74.70,184.48,109.782063867579
321ACSA,321ACSAL,3,21,F6,C,ACSA,L,21.87,375.65,3.76,0.00037565438526,9.3913596315E-05,0.9391,182,alive,82.51,208.74,126.234168285628
41PIGL,41PIGLH,4,1,B2,C,PIGL,H,36.85,1066.51,10.67,0.0010665123315,0.000266628082875,2.6663,202,alive,431.40,853.69,422.293799792383
41PIGL,41PIGLH,4,1,B3,C,PIGL,H,35.05,964.87,9.65,0.0009648658635,0.000241216465875,2.4122,197,alive,386.27,758.02,371.751236418269
41PIGL,41PIGLH,4,1,B4,C,PIGL,H,30.95,752.34,7.52,0.0007523366235,0.000188084155875,1.8808,132,alive,293.55,564.22,270.673700190367
41PIGL,41PIGLH,4,1,B5,C,PIGL,H,36.43,1042.34,10.42,0.00104233960446,0.000260584901115,2.6058,159,alive,420.62,830.78,410.155189332311
41PIGL,41PIGLH,4,1,B6,C,PIGL,H,40.05,1259.78,12.60,0.0012597835635,0.000314945890875,3.1495,252,alive,518.41,1040.24,521.834768976446
41PIGL,41PIGLH,4,1,C2,C,PIGL,H,36.13,1025.24,10.25,0.00102524301726,0.000256310754315,2.5631,183,alive,413.02,814.63,401.614084036538
41PIGL,41PIGLH,4,1,C3,C,PIGL,H,26.87,567.06,5.67,0.00056705636526,0.000141764091315,1.4176,142,alive,214.89,403.41,188.510775431686
41PIGL,41PIGLH,4,1,C4,C,PIGL,H,28.54,639.73,6.40,0.00063973311864,0.00015993327966,1.5993,132,alive,245.47,465.47,219.998030248204
41PIGL,41PIGLH,4,1,C5,C,PIGL,H,27.97,614.43,6.14,0.00061443483486,0.000153608708715,1.5361,162,alive,234.79,443.71,208.922784303694
41PIGL,41PIGLH,4,1,C6,C,PIGL,H,35.91,1012.80,10.13,0.00101279536974,0.000253198842435,2.5320,210,alive,407.49,802.91,395.41881457318
41PIGL,41PIGLH,4,1,D2,C,PIGL,H,28.98,659.61,6.60,0.00065961065016,0.00016490266254,1.6490,202,alive,253.90,482.68,228.782819228503
41PIGL,41PIGLH,4,1,D3,C,PIGL,H,32.28,818.39,8.18,0.00081838554336,0.00020459638584,2.0460,175,alive,322.11,623.48,301.370209893382
41PIGL,41PIGLH,4,1,D4,C,PIGL,H,38.96,1192.14,11.92,0.00119214420864,0.00029803605216,2.9804,247,alive,487.79,974.30,486.512401044299
41PIGL,41PIGLH,4,1,D5,C,PIGL,H,23.92,449.38,4.49,0.00044937949056,0.00011234487264,1.1234,164,alive,166.26,306.10,139.844324297721
41PIGL,41PIGLH,4,1,D6,C,PIGL,H,29.31,674.72,6.75,0.00067471836894,0.000168679592235,1.6868,157,alive,260.32,495.83,235.507102586363
41PIGL,41PIGLH,4,1,E2,C,PIGL,H,32.92,851.16,8.51,0.00085115871456,0.00021278967864,2.1279,199,alive,336.37,653.22,316.849748239901
41PIGL,41PIGLH,4,1,E3,C,PIGL,H,28.86,654.16,6.54,0.00065415934584,0.00016353983646,1.6354,170,alive,251.59,477.95,226.366514826057
41PIGL,41PIGLH,4,1,E4,C,PIGL,H,31.46,777.34,7.77,0.00077733519864,0.00019433379966,1.9433,150,alive,304.33,586.54,282.211380608207
41PIGL,41PIGLH,4,1,E5,C,PIGL,H,31.53,780.80,7.81,0.00078079826286,0.000195199565715,1.9520,147,alive,305.83,589.64,283.817530818483
41PIGL,41PIGLH,4,1,E6,C,PIGL,H,31.22,765.52,7.66,0.00076552026936,0.00019138006734,1.9138,188,alive,299.23,575.98,276.745956539771
41PIGL,41PIGLH,4,1,F2,C,PIGL,H,28.16,622.81,6.23,0.00062281089024,0.00015570272256,1.5570,153,alive,238.32,450.90,212.576459705527
41PIGL,41PIGLH,4,1,F3,C,PIGL,H,34.57,938.62,9.39,0.00093861968046,0.000234654920115,2.3465,172,alive,374.69,733.61,358.91976437354
41PIGL,41PIGLH,4,1,F4,C,PIGL,H,27.38,588.79,5.89,0.00058878641976,0.00014719660494,1.4720,141,alive,224.00,421.82,197.818168073954
41PIGL,41PIGLH,4,1,F5,C,PIGL,H,31.08,758.67,7.59,0.00075867001056,0.00018966750264,1.8967,165,alive,296.28,569.87,273.587308796816
41PIGL,41PIGLH,4,1,F6,C,PIGL,H,35.26,976.46,9.76,0.00097646237304,0.00024411559326,2.4412,228,alive,391.39,768.84,377.449979233764
42QURU,42QURUH,4,2,B2,C,QURU,H,27.79,606.55,6.07,0.00060655193214,0.000151637983035,1.5164,259,alive,138.67,482.06,343.385098795274
42QURU,42QURUH,4,2,B3,C,QURU,H,22.32,391.27,3.91,0.00039127245696,9.781811424E-05,0.9782,40,alive,91.15,282.37,191.221043117716
42QURU,42QURUH,4,2,B4,C,QURU,H,30.92,750.88,7.51,0.00075087884256,0.00018771971064,1.8772,243,alive,170.11,625.46,455.350809878496
42QURU,42QURUH,4,2,B5,C,QURU,H,21.61,366.78,3.67,0.00036677559534,9.1693898835E-05,0.9169,208,alive,85.68,260.95,175.273446537941
42QURU,42QURUH,4,2,B6,C,QURU,H,27.41,590.08,5.90,0.00059007738174,0.000147519345435,1.4752,191,alive,135.07,466.13,331.066433987965
42QURU,42QURUH,4,2,C2,C,QURU,H,23.89,448.25,4.48,0.00044825299134,0.000112063247835,1.1206,206,alive,103.82,333.31,229.497399539978
42QURU,42QURUH,4,2,C3,C,QURU,H,22.91,412.23,4.12,0.00041223140574,0.000103057851435,1.0306,218,alive,95.82,300.93,205.113614223674
42QURU,42QURUH,4,2,C4,C,QURU,H,25.16,497.18,4.97,0.00049717830624,0.00012429457656,1.2429,196,alive,114.64,378.22,263.579098624911
42QURU,42QURUH,4,2,C5,C,QURU,H,14.85,173.20,1.73,0.0001731983715,4.3299592875E-05,0.4330,128,alive,41.78,104.47,62.6941013545348
42QURU,42QURUH,4,2,C6,C,QURU,H,32.8,844.96,8.45,0.000844964736,0.000211241184,2.1124,252,alive,190.46,722.36,531.893418425773
42QURU,42QURUH,4,2,D2,C,QURU,H,33.73,893.56,8.94,0.00089355971166,0.000223389927915,2.2339,250,alive,200.94,773.36,572.421903960132
42QURU,42QURUH,4,2,D3,C,QURU,H,13.5,143.14,1.43,0.00014313915,3.57847875E-05,0.3578,55,alive,34.81,82.79,47.9840839036265
42QURU,42QURUH,4,2,D4,C,QURU,H,23.55,435.58,4.36,0.0004355848035,0.000108896200875,1.0890,208,alive,101.01,321.86,220.850965213381
42QURU,42QURUH,4,2,D5,C,QURU,H,19.58,301.10,3.01,0.00030110382456,7.527595614E-05,0.7528,133,alive,70.93,205.13,134.193065420422
42QURU,42QURUH,4,2,D6,C,QURU,H,19.85,309.47,3.09,0.0003094652715,7.7366317875E-05,0.7737,142,alive,72.82,212.10,139.279360803869
42QURU,42QURUH,4,2,E2,C,QURU,H,25.21,499.16,4.99,0.00049915633614,0.000124789084035,1.2479,194,alive,115.08,380.05,264.979207886744
42QURU,42QURUH,4,2,E3,C,QURU,H,29.89,701.69,7.02,0.00070168586334,0.000175421465835,1.7542,240,alive,159.43,575.84,416.407685628608
42QURU,42QURUH,4,2,E4,C,QURU,H,29.02,661.43,6.61,0.00066143277816,0.00016535819454,1.6536,252,alive,150.66,535.79,385.129154971903
42QURU,42QURUH,4,2,E5,C,QURU,H,22.41,394.43,3.94,0.00039443424174,9.8608560435E-05,0.9861,210,alive,91.85,285.16,193.302436813746
42QURU,42QURUH,4,2,E6,C,QURU,H,28.91,656.43,6.56,0.00065642797374,0.000164106993435,1.6411,172,alive,149.57,530.85,381.278490001393
42QURU,42QURUH,4,2,F2,C,QURU,H,29.17,668.29,6.68,0.00066828814206,0.000167072035515,1.6707,234,alive,152.16,542.57,390.417557920841
42QURU,42QURUH,4,2,F3,C,QURU,H,37.06,1078.70,10.79,0.00107870260344,0.00026967565086,2.6968,272,alive,240.62,973.09,732.467601069822
42QURU,42QURUH,4,2,F4,C,QURU,H,27.17,579.79,5.80,0.00057978927006,0.000144947317515,1.4495,266,alive,132.81,456.24,323.425136748285
42QURU,42QURUH,4,2,F5,C,QURU,H,30.48,729.66,7.30,0.00072966047616,0.00018241511904,1.8242,276,alive,165.51,603.97,438.459096875659
42QURU,42QURUH,4,2,F6,C,QURU,H,24.44,469.13,4.69,0.00046913010144,0.00011728252536,1.1728,214,alive,108.44,352.35,243.909272799221
44PIST,44PISTH,4,4,B2,C,PIST,H,41.42,1347.45,13.47,0.00134744512056,0.00033686128014,3.3686,209,alive,316.37,641.36,324.996117222001
44PIST,44PISTH,4,4,B3,C,PIST,H,37.89,1127.56,11.28,0.00112756115934,0.000281890289835,2.8189,214,alive,257.85,512.24,254.397808356796
44PIST,44PISTH,4,4,B4,C,PIST,H,40.26,1273.03,12.73,0.00127302941304,0.00031825735326,3.1826,237,alive,296.39,597.00,300.606194213139
44PIST,44PISTH,4,4,B5,C,PIST,H,49.84,1950.95,19.51,0.00195095370624,0.00048773842656,4.8774,254,alive,483.87,1023.10,539.23190396178
44PIST,44PISTH,4,4,B6,C,PIST,H,44,1520.53,15.21,0.0015205344,0.0003801336,3.8013,196,alive,363.45,747.01,383.561782295721
44PIST,44PISTH,4,4,C2,C,PIST,H,29.07,663.71,6.64,0.00066371397246,0.000165928493115,1.6593,170,alive,140.32,262.46,122.140859586886
44PIST,44PISTH,4,4,C3,C,PIST,H,41.48,1351.35,13.51,0.00135135170016,0.00033783792504,3.3784,233,alive,317.42,643.71,326.289993890912
44PIST,44PISTH,4,4,C4,C,PIST,H,47.46,1769.08,17.69,0.00176907548664,0.00044226887166,4.4227,275,alive,432.45,904.26,471.808612554136
44PIST,44PISTH,4,4,C5,C,PIST,H,51.58,2089.55,20.90,0.00208955387256,0.00052238846814,5.2239,303,alive,523.54,1115.65,592.112576194495
44PIST,44PISTH,4,4,C6,C,PIST,H,0,0.00,0.00,0,0,0.0000,0,dead,0.00,0.00,0
44PIST,44PISTH,4,4,D2,C,PIST,H,51.09,2050.04,20.50,0.00205004173374,0.000512510433435,5.1251,235,alive,512.19,1089.10,576.909451543147
44PIST,44PISTH,4,4,D3,C,PIST,H,56.03,2465.65,24.66,0.00246565405086,0.000616413512715,6.1641,333,alive,633.10,1374.76,741.653216729939
